Open Datetime,Sum,Avg,Min,Max,Count
2021-11-01,-0.75,-0.25,-0.25,-0.25,3
2021-11-02,-0.25,-0.25,-0.25,-0.25,1
2021-11-03,-0.25,-0.25,-0.25,-0.25,1
2021-11-04,-0.25,-0.25,-0.25,-0.25,1
2021-11-05,-0.75,-0.25,-0.25,-0.25,3
2021-11-06,0.0,,,,0
2021-11-07,0.0,,,,0
2021-11-08,0.6813600424769436,0.2271200141589812,0.0,0.4313600424769436,3
2021-11-09,1.1380746919924654,0.5690373459962327,0.25,0.8880746919924654,2
2021-11-10,0.0,,,,0
2021-11-11,1.0103888887980945,0.5051944443990473,0.25,0.7603888887980945,2
2021-11-12,0.272403092085562,0.0681007730213905,-0.25,0.522403092085562,4
2021-11-13,0.7671723635706819,0.19179309089267046,0.014781340335258464,0.2523910232354234,4
2021-11-14,0.5047319095853838,0.10094638191707676,-0.25,0.2525980962430142,5
2021-11-15,3.501203109723587,0.5001718728176553,-0.25,2.717305988811966,7
2021-11-16,2.246898916345742,0.2042635378496129,-0.25,1.0483597428683225,11
2021-11-17,6.843731458953526,0.9776759227076466,-0.25,3.5229018387971465,7
2021-11-18,2.602531569069705,0.21687763075580876,-0.25,1.3612090932149745,12
2021-11-19,-0.5,-0.25,-0.25,-0.25,2
2021-11-20,-0.005879763155645756,-0.0011759526311291512,-0.25,0.49412023684435424,5
2021-11-21,0.9346341388317658,0.23365853470794146,0.17882790840438045,0.2558062304273854,4
2021-11-22,-0.25,-0.25,-0.25,-0.25,1
2021-11-23,1.5492602555955424,0.3873150638988856,0.25,0.7942879124330269,4
2021-11-24,0.27419935323013145,0.13709967661506572,0.02419935323013145,0.25,2
2021-11-25,0.0,,,,0
2021-11-26,6.092115271915878,1.015352545319313,0.004823608339262986,3.031344181842307,6
2021-11-27,-0.5,-0.25,-0.25,-0.25,2
2021-11-28,41.312918723107,6.8854864538511675,0.005083485938403243,40.238691789699125,6
2021-11-29,19.793873747227227,1.799443067929748,-0.25,18.352910962395747,11
2021-11-30,0.8248810058146504,0.2062202514536626,0.018754845565114642,0.30612616024953576,4
2021-12-01,88.06955021756362,11.008693777195452,-0.25,88.0206113092049,8
2021-12-02,0.5509252378022172,0.055092523780221725,-0.25,0.3531512482294695,10
2021-12-03,0.9953340289814497,0.19906680579628994,-0.25,0.3752493861118479,5
2021-12-04,3.1387605178896565,0.14267093263134803,-0.25,1.0904848714463657,22
2021-12-05,2.895787027427932,0.18098668921424574,-0.25,0.9280619617478452,16
2021-12-06,1.3948531294401962,0.34871328236004906,-0.25,1.6448531294401962,4
2021-12-07,-0.24088088995025791,-0.040146814991709655,-0.25,0.5091191100497421,6
2021-12-08,2.44531208142846,0.40755201357140997,-0.25,2.18112455413208,6
2021-12-09,1.5015717314645016,0.08832774890967657,-0.25,0.9894960736873648,17
2021-12-10,7.815130512570531,0.16627937260788364,-0.25,4.346724270164624,47
2021-12-11,0.24129747388996292,0.010968066994998315,-0.25,0.39888978405934017,22
2021-12-12,3.023240925789535,0.2519367438157946,-0.25,1.752432900574969,12
2021-12-13,1.433049409439671,0.07165247047198356,-0.25,0.7923844102947466,20
2021-12-14,15.249869192162917,0.1815460618114633,-0.25,3.128996870653252,84
2021-12-15,4.036920016407076,0.09611714324778753,-0.25,3.0230215408104857,42
2021-12-16,14.847305410454956,0.1706586828787926,-0.25,4.05313332864506,87
2021-12-17,10.03570106532205,0.16186614621487178,-0.25,1.631828293248105,62
2021-12-18,132.04953135784518,3.5689062529147346,-0.25,119.24323774987405,37
2021-12-19,4.909749386702854,0.1693017029897536,-0.25,0.96709028604651,29
2021-12-20,23.71378545018918,0.26644702753021554,-0.417504268756543,13.198374871891385,89
2021-12-21,25.882866969668775,0.35455982150231197,-0.499345962920263,16.02929307770029,73
2021-12-22,17.858169280111586,0.23497591158041561,-0.25,5.17054567236753,76
2021-12-23,7.595603124720775,0.09262930639903384,-0.25,2.543235406815085,82
2021-12-24,0.2696196169318683,0.044936602821978054,-0.25,0.2696196169318683,6
