Open Datetime,Sum,Avg,Min,Max,Count
2021-11-01,-1.0,-0.16666666666666666,-0.25,0.25,6
2021-11-02,-0.25,-0.25,-0.25,-0.25,1
2021-11-03,0.1260244637296809,0.0420081545765603,-0.25,0.25,3
2021-11-04,-0.25,-0.25,-0.25,-0.25,1
2021-11-05,-0.75,-0.25,-0.25,-0.25,3
2021-11-06,0.0,,,,0
2021-11-07,0.0,,,,0
2021-11-08,1.3060731398791607,0.26121462797583217,-0.25,0.624713097402217,5
2021-11-09,1.2640200691552783,0.3160050172888196,-0.12405462283718693,0.8880746919924654,4
2021-11-10,0.0,,,,0
2021-11-11,1.0103888887980945,0.5051944443990473,0.25,0.7603888887980945,2
2021-11-12,-0.5,-0.16666666666666666,-0.25,0.0,3
2021-11-13,0.7671723635706819,0.19179309089267046,0.014781340335258464,0.2523910232354234,4
2021-11-14,0.883946592953551,0.11049332411919388,-0.25,0.3792146833681672,8
2021-11-15,0.7838971209116208,0.1306495201519368,-0.25,0.2573650240244091,6
2021-11-16,1.9968989163457418,0.18153626512234017,-0.25,1.0483597428683225,11
2021-11-17,0.5286706584084313,0.10573413168168626,-0.25,0.25,5
2021-11-18,3.407439556113734,0.20043762094786668,-0.25,0.8777336061668097,17
2021-11-19,-0.5,-0.25,-0.25,-0.25,2
2021-11-20,0.6461616308067681,0.08077020385084602,-0.25,0.6520413939624139,8
2021-11-21,1.4708394311256727,0.2451399051876121,0.17882790840438045,0.286205292293907,6
2021-11-22,-0.25,-0.25,-0.25,-0.25,1
2021-11-23,1.5492602555955424,0.3873150638988856,0.25,0.7942879124330269,4
2021-11-24,0.27419935323013145,0.13709967661506572,0.02419935323013145,0.25,2
2021-11-25,0.2027271977012955,0.10136359885064775,-0.04727280229870451,0.25,2
2021-11-26,0.504823608339263,0.1009647216678526,-0.25,0.25,5
2021-11-27,-0.75,-0.25,-0.25,-0.25,3
2021-11-28,1.0742269334078784,0.21484538668157568,0.005083485938403243,0.3191434474694753,5
2021-11-29,1.4409627848314803,0.14409627848314804,-0.25,0.854788273712392,10
2021-11-30,0.8248810058146504,0.2062202514536626,0.018754845565114642,0.30612616024953576,4
2021-12-01,0.048938908358724165,0.006991272622674881,-0.25,0.5489389083587242,7
2021-12-02,0.30092523780221725,0.030092523780221724,-0.25,0.3531512482294695,10
2021-12-03,0.9953340289814497,0.19906680579628994,-0.25,0.3752493861118479,5
2021-12-04,3.794406593140218,0.1264802197713406,-0.25,1.0904848714463657,30
2021-12-05,3.054919916930057,0.15274599584650286,-0.25,0.9280619617478452,20
2021-12-06,-0.25,-0.08333333333333333,-0.25,0.25,3
2021-12-07,-0.4908808899502579,-0.07012584142146541,-0.25,0.5091191100497421,7
2021-12-08,0.2641875272963803,0.052837505459276055,-0.25,0.2641875272963803,5
2021-12-09,2.1677547699150423,0.11409235631131802,-0.25,0.9894960736873648,19
2021-12-10,3.5178770769246572,0.07484844844520547,-0.25,0.9239688137147255,47
2021-12-11,0.4934979023095316,0.021456430535197028,-0.25,0.39888978405934017,23
2021-12-12,1.3159108149877916,0.08224442593673698,-0.25,0.31649796326733304,16
2021-12-13,3.0489414320349324,0.13858824691067875,-0.25,0.7923844102947466,22
2021-12-14,-0.10392371334144812,-0.0013496586148240015,-0.25,0.7613454546870044,77
2021-12-15,0.2689561681788316,0.005603253503725658,-0.25,1.0207788349721472,48
2021-12-16,8.273747187572155,0.07521588352338324,-0.25,1.0146964422494842,110
2021-12-17,6.884020684364994,0.08395147176054871,-0.25,1.1183678559155286,82
2021-12-18,9.554295495832612,0.22219291850773518,-0.25,1.1162712237763819,43
2021-12-19,4.446113030235894,0.07535784797009991,-0.25,0.96709028604651,59
2021-12-20,9.597562436087438,0.08646452645123819,-0.25,0.9223287329045675,111
2021-12-21,0.23334564988830253,0.0020290926077243697,-0.25,1.0964234711646952,115
2021-12-22,7.858931782342463,0.06774941191674537,-0.25,1.057997001499322,116
2021-12-23,6.211676255612838,0.039314406681093914,-0.25,0.923881981392719,158
2021-12-24,6.6938498658433945,0.06375095110327042,-0.25,1.0323619937604585,105
2021-12-25,5.57137015741567,0.10512019164935225,-0.25,1.0507446527365425,53
2021-12-26,7.513868372669192,0.14449746870517677,-0.25,1.048612111664005,52
2021-12-27,11.585386803399023,0.09496218691310675,-0.25,0.9811471265482259,122
2021-12-28,9.912745618896857,0.12390932023621071,-0.25,0.9947189408458581,80
2021-12-29,3.8596112115455514,0.0448792001342506,-0.25,0.8593285885466104,86
2021-12-30,0.9211283918397632,0.008772651350854888,-0.25,1.082858464933732,105
2021-12-31,6.768241765942461,0.14400514395622258,-0.25,0.900760809991308,47
2022-01-01,-1.2479167529180593,-0.08319445019453728,-0.25,0.25,15
2022-01-02,-1.47594715851675,-0.11353439680898078,-0.25,0.25767028631479316,13
2022-01-03,0.5602900602863139,0.08004143718375913,-0.25,0.5268403530259991,7
2022-01-04,0.399199926035388,0.099799981508847,-0.25,0.25,4
2022-01-05,1.0460567457183083,0.14943667795975832,-0.25,1.0423978726109302,7
2022-01-06,-1.2097081851285196,-0.06048540925642598,-0.25,0.5204975849816538,20
2022-01-07,2.2396164404858916,0.13174214355799363,-0.25,0.5911611805616135,17
2022-01-08,0.44377352085583877,0.023356501097675723,-0.25,0.743829211011124,19
2022-01-09,0.3790850128141551,0.02229911840083265,-0.25,0.5329559912482982,17
2022-01-10,-1.0,-0.25,-0.25,-0.25,4
2022-01-11,0.4876473409364903,0.08127455682274838,-0.25,0.7376473409364903,6
2022-01-12,-1.7266101104546454,-0.05395656595170767,-0.25,0.6342874116246269,32
2022-01-13,1.9712350996211123,0.1095130610900618,-0.25,0.5775523522128481,18
2022-01-14,2.4194226166359822,0.24194226166359822,-0.25,1.148125293775654,10
2022-01-15,0.6679219580623788,0.04770871129016991,-0.25,0.3939746078627836,14
2022-01-16,1.6093347399944764,0.17881497111049738,-0.25,0.6852641855216275,9
2022-01-17,1.2338216365721009,0.09490935665939237,-0.25,0.9584896581002806,13
2022-01-18,3.22289595151047,0.06197876829827827,-0.25,0.6364996734181141,52
2022-01-19,3.38257597640572,0.04698022189452389,-0.25,0.8202879811060262,72
2022-01-20,-2.2851934397733946,-0.037462187537268765,-0.25,0.707752528837772,61
2022-01-21,0.3926503700453401,0.013539667932597935,-0.25,0.5864748986698041,29
2022-01-22,-0.18510547174602765,-0.007404218869841106,-0.25,0.3945395837491624,25
2022-01-23,-1.484429390073994,-0.16493659889711043,-0.25,0.25,9
2022-01-24,-0.24836369038522388,-0.06209092259630597,-0.25,0.25,4
2022-01-25,-0.33776000605421375,-0.08444000151355344,-0.25,0.25,4
2022-01-26,1.8638488934263446,0.08103690840984107,-0.25,0.6790312832710215,23
2022-01-27,-0.478325770245858,-0.07972096170764299,-0.25,0.271674229754142,6
2022-01-28,-0.984535175982631,-0.12306689699782887,-0.25,0.26546482401736904,8
2022-01-29,3.0806776796103614,0.2567231399675301,-0.25,0.9365492470035941,12
2022-01-30,-0.3900686121719864,-0.030005277859383568,-0.25,0.447572420587098,13
2022-01-31,0.2529978379419978,0.06324945948549945,-0.25,0.25,4
2022-02-01,0.25,0.25,0.25,0.25,1
2022-02-02,1.2111785480428687,0.2018630913404781,-0.25,0.833619566140287,6
2022-02-03,-0.23681625196858713,-0.02960203149607339,-0.25,0.25,8
2022-02-04,0.6449167012030614,0.03224583506015307,-0.25,0.7792824875348925,20
2022-02-05,0.2199044202487047,0.008144608157359434,-0.25,0.4907507651227624,27
2022-02-06,0.2565815825850224,0.0320726978231278,-0.25,0.5065815825850224,8
2022-02-07,2.0613914240514886,0.07108246289832719,-0.25,1.077898511760614,29
2022-02-08,4.862837374688536,0.06234406890626328,-0.25,0.7137542176719809,78
2022-02-09,-2.922514090217703,-0.04116217028475638,-0.25,0.8628626998829436,71
2022-02-10,-1.1139289826420655,-0.009771306865281276,-0.25,0.702059652543888,114
2022-02-11,-0.31358576706995267,-0.00514075027983529,-0.25,0.6995659213987755,61
2022-02-12,1.2083976366023308,0.027463582650052974,-0.25,1.1453608463721843,44
2022-02-13,2.8679972103905502,0.09889645553070862,-0.25,0.46966977984895864,29
2022-02-14,2.5861513510874095,0.07836822276022452,-0.25,0.8213134139858189,33
2022-02-15,0.9529439344149305,0.1905887868829861,-0.25,0.4529439344149305,5
2022-02-16,0.817961421691739,0.13632690361528985,-0.25,0.5264182550173562,6
2022-02-17,3.792801746191854,0.27091441044227527,-0.25,1.0592472930322565,14
2022-02-18,5.909093597132472,0.19061592248814424,-0.25,1.054890944970747,31
2022-02-19,1.0827488599963715,0.03733616758608178,-0.25,0.7020328774275777,29
2022-02-20,-0.5,-0.25,-0.25,-0.25,2
