,Open Idx,Open Datetime,Open price,Exit Index,Exit Datetime,Part of position,Result
0,410,2021-12-24 06:43:00,3.0605802647772264e-08,434,2021-12-24 07:08:00,1,1.0
1,435,2021-12-24 07:09:00,3.618287366903929e-08,449,2021-12-24 07:23:00,1,0.75
