,Open Idx,Open Datetime,Open price,Exit Index,Exit Datetime,Part of position,Result
0,3,2021-12-16 20:20:00,3.6910160474820674e-14,66,2021-12-16 21:26:00,1.0,0.75
1,70,2021-12-16 21:30:00,2.460092806784616e-14,322,2021-12-17 04:51:00,0.5,1.5
2,70,2021-12-16 21:30:00,2.460092806784616e-14,683,2021-12-17 14:46:00,0.5,1.0173439243611997
3,1560,2021-12-18 19:08:00,2.9861727658120794e-14,1698,2021-12-18 21:46:00,0.5,1.5
4,1560,2021-12-18 19:08:00,2.9861727658120794e-14,2103,2021-12-19 06:09:00,0.5,1.5171122555897434
