,Open Idx,Open Datetime,Open price,Exit Index,Exit Datetime,Part of position,Result
0,39,2022-01-18 07:27:00,4.931593504750852e-05,39,2022-01-18 07:27:00,1.0,4.0
1,61,2022-01-18 11:01:00,4.707443009160172e-05,161,2022-01-18 14:26:00,0.5,1.5
2,61,2022-01-18 11:01:00,4.707443009160172e-05,246,2022-01-18 15:59:00,0.5,4.261357355603718
3,257,2022-01-18 16:10:00,0.0002243315836175,274,2022-01-18 16:27:00,1.0,0.75
4,278,2022-01-18 16:31:00,0.0001661736106273,389,2022-01-18 19:03:00,1.0,0.75
5,464,2022-01-18 21:00:00,0.0001616568425325,702,2022-01-19 03:56:00,1.0,0.75
6,867,2022-01-19 13:48:00,0.0001321070938692,997,2022-01-20 02:26:00,1.0,0.75
7,1030,2022-01-20 04:08:00,9.503704857640216e-05,1105,2022-01-20 14:37:00,1.0,0.75
8,1111,2022-01-20 14:43:00,4.574542545961363e-05,1113,2022-01-20 14:45:00,1.0,0.75
9,1122,2022-01-20 14:58:00,3.450894882326868e-05,1153,2022-01-20 15:29:00,1.0,0.75
10,1170,2022-01-20 15:46:00,2.198267077060137e-05,1198,2022-01-20 16:18:00,1.0,0.75
11,1208,2022-01-20 16:28:00,4.4717189789737016e-06,1225,2022-01-20 16:45:00,1.0,0.75
12,1228,2022-01-20 16:48:00,3.0529463753776507e-06,1236,2022-01-20 16:56:00,0.5,1.5
13,1228,2022-01-20 16:48:00,3.0529463753776507e-06,1275,2022-01-20 17:37:00,0.5,1.6675654615505977
14,1288,2022-01-20 17:50:00,2.87571299237738e-06,1294,2022-01-20 17:56:00,1.0,0.75
15,1307,2022-01-20 18:09:00,2.152815049337579e-06,1314,2022-01-20 18:16:00,1.0,0.75
16,1333,2022-01-20 18:35:00,2.058214110898113e-06,1550,2022-01-20 23:45:00,1.0,0.75
17,1607,2022-01-21 01:05:00,1.6302657693778285e-06,1618,2022-01-21 01:19:00,1.0,0.75
18,1623,2022-01-21 01:24:00,9.633315141197928e-07,1631,2022-01-21 01:32:00,0.5,1.5
19,1623,2022-01-21 01:24:00,9.633315141197928e-07,1651,2022-01-21 01:59:00,0.5,0.9563967880526019
20,1670,2022-01-21 02:23:00,3.5938809178241693e-07,1709,2022-01-21 03:13:00,0.5,1.5
21,1670,2022-01-21 02:23:00,3.5938809178241693e-07,1744,2022-01-21 03:58:00,0.5,1.6432169405111676
22,1858,2022-01-21 07:37:00,8.278782403310416e-07,1863,2022-01-21 07:43:00,1.0,0.75
23,2058,2022-01-21 14:17:00,5.268877924426932e-07,2058,2022-01-21 14:17:00,1.0,0.75
24,2065,2022-01-21 14:24:00,3.913967524535444e-07,2242,2022-01-21 21:35:00,0.5,1.5
25,2065,2022-01-21 14:24:00,3.913967524535444e-07,2252,2022-01-21 21:55:00,0.5,1.502292672384115
26,2285,2022-01-21 23:41:00,4.428145493291324e-07,2344,2022-01-22 03:14:00,0.5,1.5
27,2285,2022-01-21 23:41:00,4.428145493291324e-07,2346,2022-01-22 03:17:00,0.5,1.7873733180940419
28,2350,2022-01-22 03:24:00,6.481730269055917e-07,2353,2022-01-22 03:27:00,0.5,1.5
29,2350,2022-01-22 03:24:00,6.481730269055917e-07,2356,2022-01-22 03:30:00,0.5,4.82860560727457
30,2359,2022-01-22 03:33:00,2.1068425559073e-06,2359,2022-01-22 03:33:00,0.5,1.5
31,2359,2022-01-22 03:33:00,2.1068425559073e-06,2360,2022-01-22 03:34:00,0.5,1.4913285619443388
32,2399,2022-01-22 04:13:00,1.9947565712860003e-06,2546,2022-01-22 07:43:00,1.0,0.75
33,2690,2022-01-22 14:12:00,1.1091358338544768e-06,2691,2022-01-22 14:13:00,1.0,0.75
34,2692,2022-01-22 14:14:00,9.579561296939088e-07,2695,2022-01-22 14:17:00,1.0,0.75
35,2711,2022-01-22 14:34:00,8.311453601392947e-07,2753,2022-01-22 15:18:00,1.0,0.75
36,2757,2022-01-22 15:22:00,6.545188767876161e-07,2772,2022-01-22 15:39:00,1.0,0.75
37,2778,2022-01-22 15:45:00,5.758662972160647e-07,2781,2022-01-22 15:49:00,1.0,0.75
38,2791,2022-01-22 15:59:00,4.793149241632829e-07,2810,2022-01-22 16:18:00,1.0,0.75
39,2822,2022-01-22 16:31:00,3.920431427331431e-07,2826,2022-01-22 16:35:00,1.0,0.75
40,2828,2022-01-22 16:37:00,3.509446533905043e-07,2830,2022-01-22 16:39:00,1.0,0.75
41,2838,2022-01-22 16:47:00,2.662360917623563e-07,2838,2022-01-22 16:47:00,1.0,0.75
42,2842,2022-01-22 16:51:00,2.161731260483964e-07,2851,2022-01-22 17:00:00,0.5,1.5
43,2842,2022-01-22 16:51:00,2.161731260483964e-07,2879,2022-01-22 17:28:00,0.5,1.1834694431187993
44,2900,2022-01-22 17:50:00,2.015315974413675e-07,2900,2022-01-22 17:50:00,1.0,0.75
45,2906,2022-01-22 17:56:00,1.526110990499771e-07,2965,2022-01-22 19:02:00,0.5,1.5
46,2906,2022-01-22 17:56:00,1.526110990499771e-07,3007,2022-01-22 19:50:00,0.5,1.7890791674983249
47,3212,2022-01-23 02:25:00,1.4112639025686613e-07,3212,2022-01-23 02:25:00,1.0,0.75
48,3219,2022-01-23 02:32:00,1.3159021677884938e-07,3224,2022-01-23 02:37:00,1.0,0.75
49,3235,2022-01-23 02:48:00,9.906670998881905e-08,3284,2022-01-23 03:52:00,0.5,1.5
50,3235,2022-01-23 02:48:00,9.906670998881905e-08,3360,2022-01-23 06:04:00,0.5,1.031141219852012
51,3462,2022-01-23 09:03:00,1.3232827904060186e-07,3576,2022-01-23 13:40:00,1.0,0.75
52,3595,2022-01-23 14:01:00,9.074433086927897e-08,3602,2022-01-23 14:08:00,1.0,0.75
53,3627,2022-01-23 14:33:00,1.0890225593065939e-07,3627,2022-01-23 14:33:00,1.0,0.75
54,3719,2022-01-23 16:36:00,9.057155896124433e-08,3719,2022-01-23 16:36:00,1.0,0.75
