,Open Idx,Open Datetime,Open price,Exit Index,Exit Datetime,Part of position,Result
0,1773,2021-11-08 20:16:00,3.4952935129822063e-06,1800,2021-11-08 20:44:00,0.5,1.5
1,1773,2021-11-08 20:16:00,3.4952935129822063e-06,1870,2021-11-09 00:06:00,0.5,2.249426194804434
2,4648,2022-01-20 04:27:00,3.7333819205639534e-06,4649,2022-01-20 04:28:00,0.5,1.5
3,4648,2022-01-20 04:27:00,3.7333819205639534e-06,4681,2022-01-20 05:02:00,0.5,1.6175635263979329
