,Open Idx,Open Datetime,Open price,Exit Index,Exit Datetime,Part of position,Result
0,143,2021-12-16 20:57:00,1.746283674398117e-06,196,2021-12-16 22:39:00,1.0,0.75
1,204,2021-12-16 22:53:00,1.32035155186763e-06,431,2021-12-18 07:45:00,1.0,0.75
2,503,2021-12-18 23:51:00,9.85592799868673e-07,569,2021-12-19 00:57:00,0.5,1.5
