,Open Idx,Open Datetime,Open price,Exit Index,Exit Datetime,Part of position,Result
0,12,2021-12-26 00:15:00,3.3498624104764725e-05,12,2021-12-26 00:15:00,0.5,1.5
1,12,2021-12-26 00:15:00,3.3498624104764725e-05,18,2021-12-26 00:21:00,0.5,1.5346692138924451
2,20,2021-12-26 00:23:00,5.78894601970035e-05,38,2021-12-26 00:41:00,0.5,1.5
3,20,2021-12-26 00:23:00,5.78894601970035e-05,41,2021-12-26 00:44:00,0.5,1.6365188798175125
4,69,2021-12-26 01:12:00,0.000125952788608,78,2021-12-26 01:21:00,0.5,1.5
5,69,2021-12-26 01:12:00,0.000125952788608,102,2021-12-26 01:45:00,0.5,2.0623990755334556
6,118,2021-12-26 02:01:00,0.0001728792837053,180,2021-12-26 03:03:00,1.0,0.75
7,203,2021-12-26 03:26:00,0.0001250153747952,252,2021-12-26 04:15:00,1.0,0.75
8,264,2021-12-26 04:27:00,9.719528180672424e-05,354,2021-12-26 05:58:00,1.0,0.75
9,361,2021-12-26 06:05:00,7.74255241222999e-05,413,2021-12-26 07:00:00,0.5,1.5
10,361,2021-12-26 06:05:00,7.74255241222999e-05,427,2021-12-26 07:14:00,0.5,1.8981033455822935
11,435,2021-12-26 07:22:00,0.0001412569286353,670,2021-12-26 11:18:00,1.0,0.75
12,683,2021-12-26 11:31:00,0.0001004038589314,960,2021-12-26 16:27:00,1.0,0.75
13,965,2021-12-26 16:32:00,8.236431601175921e-05,1637,2021-12-27 08:10:00,1.0,0.75
14,1653,2021-12-27 08:26:00,6.201659461055025e-05,1700,2021-12-27 09:14:00,0.5,1.5
15,1653,2021-12-27 08:26:00,6.201659461055025e-05,1769,2021-12-27 10:23:00,0.5,1.0661553030651398
16,1776,2021-12-27 10:30:00,6.48551735244296e-05,1875,2021-12-27 12:13:00,1.0,0.75
17,1876,2021-12-27 12:14:00,5.364418313910348e-05,2315,2021-12-27 21:18:00,0.5,1.5
18,1876,2021-12-27 12:14:00,5.364418313910348e-05,2531,2021-12-28 02:29:00,0.5,1.0141093083292743
19,2562,2021-12-28 03:25:00,5.226496612202173e-05,2999,2021-12-28 17:55:00,1.0,0.75
20,3010,2021-12-28 18:20:00,3.936819104693175e-05,3152,2021-12-29 00:24:00,1.0,0.75
21,3297,2021-12-29 06:43:00,2.9786049540549125e-05,3417,2021-12-29 20:40:00,1.0,0.75
22,3928,2022-01-12 13:49:00,9.956115670824104e-06,3991,2022-01-20 17:13:00,1.0,0.75
