,Open Idx,Open Datetime,Open price,Exit Index,Exit Datetime,Part of position,Result
0,23,2021-12-29 15:38:00,0.0004621123256693,77,2021-12-29 16:33:00,0.5,1.5
1,23,2021-12-29 15:38:00,0.0004621123256693,204,2021-12-29 18:51:00,0.5,3.306548841691307
2,222,2021-12-29 19:09:00,0.0011882973831638,317,2021-12-29 20:45:00,1.0,0.75
3,331,2021-12-29 20:59:00,0.0009748440882777,340,2021-12-29 21:08:00,1.0,0.75
4,349,2021-12-29 21:17:00,0.0007331657362439,410,2021-12-29 22:27:00,0.5,1.5
5,349,2021-12-29 21:17:00,0.0007331657362439,680,2021-12-30 05:11:00,0.5,1.7630108615434554
6,686,2021-12-30 05:17:00,0.0009865926951847,779,2021-12-30 06:53:00,1.0,0.75
7,1034,2021-12-30 13:55:00,0.0006333129457229,1387,2021-12-31 00:50:00,1.0,0.75
8,1404,2021-12-31 01:11:00,0.0004373846107152,1865,2022-01-01 14:17:00,1.0,0.75
9,2621,2022-01-06 19:54:00,0.0002592521387428,2918,2022-01-13 13:25:00,1.0,0.75
