,Open Idx,Open Datetime,Open price,Exit Index,Exit Datetime,Part of position,Result
0,24,2021-12-04 12:05:00,2.876506432180196e-09,26,2021-12-04 12:24:00,0.5,1.5
1,24,2021-12-04 12:05:00,2.876506432180196e-09,33,2021-12-04 12:40:00,0.5,4.567055912074735
2,69,2021-12-04 15:34:00,1.842816782924833e-08,90,2021-12-04 16:32:00,0.5,1.5
3,69,2021-12-04 15:34:00,1.842816782924833e-08,103,2021-12-04 17:19:00,0.5,1.6995788587804777
4,104,2021-12-04 17:23:00,3.181831789430396e-08,109,2021-12-04 17:38:00,1.0,0.75
5,883,2022-02-04 00:55:00,1.0160613653561941e-07,891,2022-02-04 01:05:00,1.0,0.75
6,1285,2022-02-04 20:55:00,3.099652274067058e-07,1311,2022-02-04 21:37:00,1.0,0.75
7,1390,2022-02-04 23:42:00,3.376972460308376e-07,1600,2022-02-05 14:32:00,1.0,0.75
8,2172,2022-02-07 23:38:00,2.0435686163066122e-07,2681,2022-02-10 01:39:00,1.0,0.75
9,2913,2022-02-11 18:57:00,2.2553807094679517e-07,3005,2022-02-12 11:37:00,1.0,0.75
10,3141,2022-02-14 16:44:00,1.7928956074513259e-07,3160,2022-02-14 17:04:00,0.5,1.5
11,3141,2022-02-14 16:44:00,1.7928956074513259e-07,3202,2022-02-14 17:46:00,0.5,1.5385507741935116
12,3212,2022-02-14 17:56:00,2.499370038986566e-07,3295,2022-02-14 20:22:00,1.0,0.75
