,Open Idx,Open Datetime,Open price,Exit Index,Exit Datetime,Part of position,Result
0,2,2021-12-22 16:42:00,0.0052682354969352,2,2021-12-22 16:42:00,0.5,1.5
1,2,2021-12-22 16:42:00,0.0052682354969352,4,2021-12-22 16:44:00,0.5,11.341091344735059
2,36,2021-12-22 17:16:00,0.0385489865612132,99,2021-12-22 18:19:00,1.0,0.75
3,121,2021-12-22 18:41:00,0.0214042972929006,141,2021-12-22 19:01:00,0.5,1.5
4,121,2021-12-22 18:41:00,0.0214042972929006,149,2021-12-22 19:09:00,0.5,1.4938589550616643
5,184,2021-12-22 19:45:00,0.0365054024151697,198,2021-12-22 20:00:00,1.0,0.75
6,201,2021-12-22 20:03:00,0.0254604219465335,249,2021-12-22 21:01:00,0.5,1.5
7,201,2021-12-22 20:03:00,0.0254604219465335,880,2021-12-23 15:40:00,0.5,1.531932346136661
8,882,2021-12-23 15:42:00,0.032188688359241,910,2021-12-23 16:13:00,0.5,1.5
9,882,2021-12-23 15:42:00,0.032188688359241,1133,2021-12-23 20:57:00,0.5,1.3983927639811784
10,1140,2021-12-23 21:04:00,0.0434264587795244,1197,2021-12-23 22:02:00,0.5,1.5
11,1140,2021-12-23 21:04:00,0.0434264587795244,1406,2021-12-24 01:55:00,0.5,1.5630270930831418
12,1426,2021-12-24 02:18:00,0.0628956896222926,1500,2021-12-24 04:15:00,1.0,0.75
13,1537,2021-12-24 05:23:00,0.0446983517644311,1538,2021-12-24 05:24:00,0.5,1.5
14,1537,2021-12-24 05:23:00,0.0446983517644311,2916,2021-12-25 15:40:00,0.5,0.5378969016704863
15,2961,2021-12-25 16:27:00,0.0191154830030898,3213,2021-12-25 22:13:00,1.0,0.75
16,3218,2021-12-25 22:18:00,0.0136580098811823,3675,2021-12-26 11:27:00,1.0,0.75
17,3706,2021-12-26 12:13:00,0.0101629544024448,3735,2021-12-26 12:52:00,0.5,1.5
18,3706,2021-12-26 12:13:00,0.0101629544024448,3761,2021-12-26 13:24:00,0.5,1.0036985007547075
19,3793,2021-12-26 14:11:00,0.0103758374850165,4400,2021-12-27 08:56:00,1.0,0.75
20,4447,2021-12-27 10:19:00,0.0001642405221064,4447,2021-12-27 10:19:00,0.5,1.5
21,4447,2021-12-27 10:19:00,0.0001642405221064,4450,2021-12-27 10:22:00,0.5,2.5223581247246707
22,4452,2021-12-27 10:24:00,0.0004253710077163,4452,2021-12-27 10:24:00,1.0,0.75
23,4459,2021-12-27 10:31:00,0.0001516604762361,4459,2021-12-27 10:31:00,1.0,0.75
24,4470,2021-12-27 10:42:00,4.368972108171712e-05,4470,2021-12-27 10:42:00,0.5,1.5
25,4470,2021-12-27 10:42:00,4.368972108171712e-05,4472,2021-12-27 10:44:00,0.5,1.3471508374265113
26,4484,2021-12-27 10:56:00,6.658382397444696e-05,4485,2021-12-27 10:57:00,0.5,1.5
27,4484,2021-12-27 10:56:00,6.658382397444696e-05,4486,2021-12-27 10:58:00,0.5,1.525831525822092
28,4492,2021-12-27 11:04:00,0.0001301694601188,4492,2021-12-27 11:04:00,1.0,0.75
29,4496,2021-12-27 11:08:00,0.0001894619703245,4496,2021-12-27 11:08:00,1.0,0.75
30,4502,2021-12-27 11:14:00,0.0001152371574061,4504,2021-12-27 11:16:00,1.0,0.75
31,4506,2021-12-27 11:18:00,0.0001078920717041,4515,2021-12-27 11:27:00,1.0,0.75
32,4523,2021-12-27 11:35:00,8.320942804117741e-05,4531,2021-12-27 11:43:00,0.5,1.5
33,4523,2021-12-27 11:35:00,8.320942804117741e-05,4555,2021-12-27 12:07:00,0.5,1.0617146546628098
34,4577,2021-12-27 12:29:00,9.377905998408218e-05,4611,2021-12-27 13:04:00,1.0,0.75
35,4667,2021-12-27 14:03:00,8.326945297274364e-05,4760,2021-12-27 15:49:00,0.5,1.5
36,4667,2021-12-27 14:03:00,8.326945297274364e-05,4774,2021-12-27 16:03:00,0.5,1.6484192443107546
37,4786,2021-12-27 16:15:00,0.0001257112937475,5488,2021-12-28 11:47:00,1.0,0.75
38,5492,2021-12-28 11:51:00,0.0001069236907363,5637,2021-12-28 17:27:00,1.0,0.75
39,5828,2021-12-29 08:48:00,7.261241011357437e-05,5975,2021-12-30 05:37:00,1.0,0.75
40,6371,2022-01-06 08:32:00,2.5856834981464905e-05,6480,2022-01-13 12:18:00,1.0,0.75
