,Open Idx,Open Datetime,Open price,Exit Index,Exit Datetime,Part of position,Result
0,169,2021-12-14 07:46:00,1.0105477495678652e-05,968,2021-12-15 05:34:00,0.5,1.5
1,169,2021-12-14 07:46:00,1.0105477495678652e-05,1959,2021-12-17 07:08:00,0.5,2.549927520541553
2,1964,2021-12-17 07:15:00,2.3858345826643764e-05,2398,2021-12-18 22:28:00,0.5,1.5
