,Open Idx,Open Datetime,Open price,Exit Index,Exit Datetime,Part of position,Result
0,41,2021-12-19 20:47:00,0.000231007097,100,2021-12-19 23:44:00,1.0,0.75
1,219,2021-12-23 22:46:00,0.0001198369737808,219,2021-12-23 22:46:00,0.5,1.5
2,219,2021-12-23 22:46:00,0.0001198369737808,284,2021-12-26 09:05:00,0.5,1.0577715373651169
3,292,2021-12-26 23:31:00,0.0001483380836838,292,2021-12-26 23:31:00,0.5,1.5
4,292,2021-12-26 23:31:00,0.0001483380836838,307,2021-12-26 23:47:00,0.5,1.375080268502729
5,583,2021-12-28 05:40:00,0.0005476709027394,596,2021-12-28 05:56:00,0.5,1.5
6,583,2021-12-28 05:40:00,0.0005476709027394,829,2021-12-28 14:53:00,0.5,1.0097384369860118
7,908,2021-12-28 17:50:00,0.0006392167191735,1128,2021-12-29 02:06:00,0.5,1.5
8,908,2021-12-28 17:50:00,0.0006392167191735,1163,2021-12-29 02:54:00,0.5,1.8557233781704823
9,1164,2021-12-29 02:55:00,0.0011863179449712,1438,2021-12-29 10:37:00,0.5,1.5
10,1164,2021-12-29 02:55:00,0.0011863179449712,1625,2021-12-29 14:34:00,0.5,2.3581318484511455
11,1648,2021-12-29 14:57:00,0.0026091170002609,1886,2021-12-29 19:46:00,1.0,0.75
12,1951,2021-12-29 21:08:00,0.0036042143846731,2022,2021-12-29 22:35:00,1.0,0.75
13,2029,2021-12-29 22:42:00,0.0025295002972162,2261,2021-12-30 06:51:00,1.0,0.75
14,2575,2021-12-30 18:02:00,0.0018967863696931,2612,2021-12-30 19:03:00,1.0,0.75
15,2617,2021-12-30 19:10:00,0.0013188390437707,3190,2022-01-02 03:01:00,1.0,0.75
16,3430,2022-01-02 20:06:00,0.002360346184107,3450,2022-01-02 20:31:00,1.0,0.75
