,Open Idx,Open Datetime,Open price,Exit Index,Exit Datetime,Part of position,Result
0,2,2022-01-19 13:50:00,7.347136055617793e-05,5,2022-01-19 13:53:00,0.5,1.5
1,2,2022-01-19 13:50:00,7.347136055617793e-05,32,2022-01-19 14:20:00,0.5,1.782540071683586
2,39,2022-01-19 14:27:00,0.0001192730824326,75,2022-01-19 15:03:00,0.5,1.5
3,39,2022-01-19 14:27:00,0.0001192730824326,76,2022-01-19 15:04:00,0.5,1.0643236354567713
4,116,2022-01-19 15:44:00,0.000112822044119,808,2022-01-20 08:08:00,0.5,1.5
5,116,2022-01-19 15:44:00,0.000112822044119,840,2022-01-20 08:40:00,0.5,1.040296867166355
6,845,2022-01-20 08:45:00,0.0001136661570471,935,2022-01-20 10:15:00,1.0,0.75
7,942,2022-01-20 10:22:00,8.836144507908546e-05,1142,2022-01-20 14:14:00,1.0,0.75
8,1161,2022-01-20 14:33:00,6.047779028103961e-05,1701,2022-01-21 09:22:00,1.0,0.75
9,1769,2022-01-21 11:54:00,5.7590786814563e-05,2022,2022-01-22 07:19:00,1.0,0.75
10,2119,2022-01-22 16:52:00,4.120403325264557e-05,2119,2022-01-22 16:52:00,0.5,1.5
11,2119,2022-01-22 16:52:00,4.120403325264557e-05,2640,2022-01-28 08:53:00,0.5,0.7548550088112371
