,Open Idx,Open Datetime,Open price,Exit Index,Exit Datetime,Part of position,Result
0,14,2021-12-17 20:57:00,1.1759078331913146e-05,317,2021-12-18 08:22:00,1.0,0.75
1,627,2021-12-19 01:40:00,8.524510600765834e-06,1230,2021-12-19 16:45:00,0.5,1.5
2,627,2021-12-19 01:40:00,8.524510600765834e-06,1442,2021-12-19 20:40:00,0.5,1.7546021229108133
3,1450,2021-12-19 20:48:00,1.5372800648911178e-05,2237,2021-12-21 06:51:00,1.0,0.75
