,Open Idx,Open Datetime,Open price,Exit Index,Exit Datetime,Part of position,Result
0,2,2021-12-10 14:58:00,0.0026919802977013,2,2021-12-10 14:58:00,1,0.75
1,4,2021-12-10 15:03:00,0.0097485212355428,4,2021-12-10 15:03:00,1,0.75
2,11,2021-12-10 15:18:00,0.01087134855432,11,2021-12-10 15:18:00,1,0.75
3,118,2021-12-10 22:14:00,0.0015064543570461,118,2021-12-10 22:14:00,1,0.75
