,Open Idx,Open Datetime,Open price,Exit Index,Exit Datetime,Part of position,Result
0,13,2022-01-17 12:12:00,4.61752602005234e-06,13,2022-01-17 12:12:00,1.0,1.5
1,18,2022-01-17 12:17:00,5.308630253611332e-06,30,2022-01-17 12:29:00,1.0,0.75
2,33,2022-01-17 12:32:00,3.614019846790797e-06,78,2022-01-17 13:21:00,0.5,1.5
3,33,2022-01-17 12:32:00,3.614019846790797e-06,131,2022-01-17 14:23:00,0.5,1.607689477761559
4,296,2022-01-18 02:35:00,4.722491470580038e-06,540,2022-01-19 05:11:00,1.0,0.75
5,561,2022-01-19 06:26:00,4.051943325380447e-06,699,2022-01-19 11:11:00,1.0,0.75
6,772,2022-01-19 14:00:00,3.4751316504171064e-06,1236,2022-01-20 08:12:00,1.0,0.75
