,timeInterval_minute,baseAmount,trades,maximum_price,minimum_price,open_price,close_price,tradeAmount
0,2021-12-07 20:00:00,14766590641.548328,13,6.112769839531154e-11,6.073603432731888e-11,6.073603432731888e-11,6.112769839531154e-11,523.067555559964
1,2021-12-07 20:01:00,41516307399.533875,1,5.970269125371262e-11,5.970269125371262e-11,5.970269125371262e-11,5.970269125371262e-11,1441.0150746225372
2,2021-12-07 20:02:00,1904321965.672668,1,5.911950168453612e-11,5.911950168453612e-11,5.911950168453612e-11,5.911950168453612e-11,65.45262039417516
3,2021-12-07 20:03:00,43035420823.62531,5,5.907600817861315e-11,5.841061824494983e-11,5.892001666975942e-11,5.841061824494983e-11,1464.3680917753707
4,2021-12-07 20:04:00,30917326065.1801,3,5.8088619525848e-11,5.753565476286663e-11,5.795866806119171e-11,5.8088619525848e-11,1034.3793212789515
5,2021-12-07 20:05:00,32012940879.890038,1,5.6781941418463155e-11,5.6781941418463155e-11,5.6781941418463155e-11,5.6781941418463155e-11,1056.7973278443094
6,2021-12-07 20:06:00,15697234275.334265,4,5.718243713709712e-11,5.6155583098871476e-11,5.632949772330581e-11,5.6155583098871476e-11,513.2194980693323
7,2021-12-07 20:07:00,17161260843.462753,1,5.581239938938803e-11,5.581239938938803e-11,5.581239938938803e-11,5.581239938938803e-11,556.8468693698446
8,2021-12-07 20:08:00,24858721002.76109,5,5.604450426482756e-11,5.504663273199189e-11,5.5586756860024976e-11,5.504663273199189e-11,799.3873653906923
9,2021-12-07 20:09:00,16023577166.842058,3,5.499378982418563e-11,5.4684739187696336e-11,5.499378982418563e-11,5.4684739187696336e-11,510.72270951404306
10,2021-12-07 20:10:00,40344946853.29803,1,5.416244987873582e-11,5.416244987873582e-11,5.416244987873582e-11,5.416244987873582e-11,1270.40836421391
11,2021-12-07 20:12:00,8698097167.58369,1,5.3594113768191205e-11,5.3594113768191205e-11,5.3594113768191205e-11,5.3594113768191205e-11,271.0174441533952
12,2021-12-07 20:13:00,23643920532.56068,1,5.322562616093875e-11,5.322562616093875e-11,5.322562616093875e-11,5.322562616093875e-11,731.6378534410345
13,2021-12-07 20:14:00,16039969797.438442,1,5.2777762054256636e-11,5.2777762054256636e-11,5.2777762054256636e-11,5.2777762054256636e-11,492.16464606441303
14,2021-12-07 20:15:00,287353929.0616413,1,5.259488169943173e-11,5.259488169943173e-11,5.259488169943173e-11,5.259488169943173e-11,8.786512250985973
15,2021-12-07 20:17:00,1994748170.7359793,1,5.414217272356363e-11,5.414217272356363e-11,5.414217272356363e-11,5.414217272356363e-11,62.788434082031245
16,2021-12-07 20:19:00,9767093057.219805,1,5.4277724609654197e-11,5.4277724609654197e-11,5.4277724609654197e-11,5.4277724609654197e-11,308.20725343736376
17,2021-12-07 20:21:00,23343676450.553703,1,5.259813180279429e-11,5.259813180279429e-11,5.259813180279429e-11,5.259813180279429e-11,713.8311090351082
18,2021-12-07 20:22:00,8703648827.205585,1,5.224215352926831e-11,5.224215352926831e-11,5.224215352926831e-11,5.224215352926831e-11,264.34939915392545
19,2021-12-07 20:24:00,185773237845.56854,13,5.8103619856165454e-11,5.3983211538170934e-11,5.591008868411543e-11,5.7773719081194174e-11,6033.27592062267
20,2021-12-07 20:25:00,28337645080.913525,6,5.886930043784019e-11,5.8153908687871146e-11,5.8153908687871146e-11,5.886930043784019e-11,963.983922674475
