,timeInterval_minute,baseAmount,trades,maximum_price,minimum_price,open_price,close_price,tradeAmount
0,2021-12-17 09:39:00,4.987493366633823,1,0.0004010030395989975,0.0004010030395989975,0.0004010030395989975,0.0004010030395989975,1.0614224853515626
1,2021-12-17 14:00:00,1569413.8738942966,5026,0.0011872257556930967,0.0004010038409367383,0.0004010038409367383,0.0011672473644356275,575810.0163386904
2,2021-12-17 14:01:00,1017487.7515144711,4687,1.0,0.0011875860483627006,0.0012306391005908602,0.004091504278500199,1204904.5301296725
3,2021-12-17 14:02:00,389033.4561101459,3723,1.0,0.004176744740012178,0.004291013321252935,0.008784885906805895,1279168.3944821379
4,2021-12-17 14:03:00,169199.3103836247,2739,1.0,0.008976902687488898,0.009063306040030104,0.012575557633131475,963614.5350528669
5,2021-12-17 14:04:00,159405.3297067962,2752,0.016,0.012195121951219513,0.012642655598686301,0.014321800715118377,1148706.6657507448
6,2021-12-17 14:05:00,194942.1248846129,2460,0.016473745109962957,0.014369416641584915,0.014378849234542914,0.01629175447644513,1595117.6164621473
7,2021-12-17 14:06:00,136778.36215204844,1983,0.017205027614565934,0.016322765069706084,0.01640427680029364,0.017028497226418672,1218768.767103513
8,2021-12-17 14:07:00,155398.5161606762,2247,0.017476715235908415,0.016417986243436468,0.017011030682676877,0.016724865588678764,1403300.4933831305
9,2021-12-17 14:08:00,150779.59896519134,2466,0.01758814864963451,0.016753585143483515,0.016929704532022253,0.01725630091215045,1372067.5536604663
10,2021-12-17 14:09:00,141355.99282887476,2346,0.017653770660696125,0.016992543957074394,0.017058937375373347,0.01735217954938773,1302853.0828856681
11,2021-12-17 14:10:00,125835.88421453846,2184,1.0,0.017176648279062193,0.017306422379972933,0.017450604765004995,1165483.8585878294
12,2021-12-17 14:11:00,138934.14431079972,2285,1.0,0.015625,0.017469400483336114,0.01639264825167111,1262736.4057709842
13,2021-12-17 14:12:00,138952.15467454243,1835,0.016389837293884678,0.012861736334405145,0.016181404194589553,0.013276424282138592,1084652.2514690224
14,2021-12-17 14:13:00,95284.47972704555,1224,0.013170997703790514,0.008333333333333333,0.013023479836858256,0.011514536723523252,625782.4690479174
15,2021-12-17 14:14:00,94307.47998959945,1308,0.011573540970039226,0.010260457774269928,0.011537353490159902,0.010611606072987334,550810.2061289777
16,2021-12-17 14:15:00,86955.13831400691,1142,0.010630757967173641,0.007751937984496124,0.010544106958667117,0.009980825084535513,474856.2381517229
17,2021-12-17 14:16:00,96028.33262546948,963,0.010263062561822097,0.009941751486742034,0.010008616286781256,0.010175458955583206,516039.1093728906
18,2021-12-17 14:17:00,145949.23386359707,1184,0.010296664656194084,0.009813476970743203,0.0101903948525945,0.00984983802392994,782022.4762734276
19,2021-12-17 14:18:00,156981.00427462262,1135,0.010073376585619664,0.008547008547008548,0.009887700806636132,0.009777903159031851,823246.826404664
20,2021-12-17 14:19:00,101801.7299678964,722,0.010364211138002934,0.008695652173913044,0.009619384533007926,0.010281519971317116,539954.7431037885
21,2021-12-17 14:20:00,112581.41790715852,615,0.011459244619390591,0.010165393597614016,0.01031966588375511,0.011389821334705685,639916.5338609336
22,2021-12-17 14:21:00,136481.31752676633,726,0.01257653638201417,0.01137584185601647,0.011386211681719258,0.012120685371076901,871819.0883909054
23,2021-12-17 14:22:00,155812.00859167142,1113,0.012743455325697609,0.011889421280609574,0.012128939604145931,0.012023712060972979,1022929.9516378059
24,2021-12-17 14:23:00,110582.38893914732,1002,0.012305873800749018,0.011235955056179775,0.012033677961421877,0.01180711215857499,706081.5844268658
25,2021-12-17 14:24:00,135514.79327718096,731,0.01185056757556368,0.010283105057814641,0.011822508754018798,0.010330114896590236,800665.4488287802
26,2021-12-17 14:25:00,129442.82715623744,935,0.01049467069343575,0.010007590303824388,0.010316099881754148,0.010289884362710985,709215.4810454281
27,2021-12-17 14:26:00,152217.73744176442,853,0.010431263059042692,0.0095618306116608,0.009959933643137273,0.009651432290755612,807444.2441960672
28,2021-12-17 14:27:00,115942.98102793346,797,0.0100200005557709,0.00954912481581766,0.009779555596238308,0.009861659223706755,606430.7336436651
